Date,Time,Site,Project,Bottle,pH,Temp,DO,SpCond,Turb,ChlugL,Pheo,Cl,Alk,NH3,NO2,NOx,NO3,Si,SO4,OP,TP,TN,TDN,TN_TP_mass,TN_TP_molar,DIN_TP_mass,DIN_TP_molar,SS,Comment
4/13/1982,,BR,SWMP,1,8.10,9.0,,388.8,25.0,,,30.20,82.6,0.111,11.5,1.901,1.889,1.761,36.3,29.5,,,,,,,,,
4/27/1982,,DR,SWMP,1,8.00,11.5,1.49,620.4,39.0,,,56.67,128.4,0.1161,34.4,1.196,1.161,0.593,56.5,3.9,,,,,,,,,
4/27/1982,,BR,SWMP,1,8.00,9.0,,604.8,7.0,,,57.14,129.5,0.097,31.6,1.074,1.043,0.749,64.3,12.0,,,,,,,,,
4/27/1982,,MO,SWMP,1,8.05,9.0,,302.4,64.0,,,19.52,88.3,0.161,14.0,0.375,0.361,1.185,18.2,17.4,,,,,,,,,
4/27/1982,,LS,SWMP,1,8.15,10.0,,200,63.0,,,19.05,87.9,0.1712,13.5,0.467,0.454,0.586,17.3,18.6,,,,,,,,,Nitrate identified as suspect
5/11/1982,,LS,SWMP,1,8.60,14.8,10.00,225,20.0,,,17.76,88.3,0.1420,14.0,0.300,0.286,0.629,16.0,1.9,,,,,,,,,Nitrate identified as suspect
5/11/1982,,MO,SWMP,1,7.60,18.0,4.00,513.7,28.0,,,43.46,115.5,0.448,15.3,0.046,0.030,0.840,55.1,1.9,,,,,,,,,
5/11/1982,,DR,SWMP,1,7.75,16.0,6.60,659.4,48.0,,,66.82,145.8,0.3007,30.0,0.343,0.313,1.455,56.5,6.6,,,,,,,,,
5/11/1982,,BR,SWMP,1,8.00,17.0,9.40,696.4,13.0,,,66.82,142.7,0.197,23.8,0.355,0.331,0.984,62.4,8.9,,,,,,,,,
5/25/1982,,LS,SWMP,1,8.30,17.0,9.30,285,34.0,,,17.65,91.9,0.1118,24.9,0.546,0.521,0.419,18.7,3.5,,,,,,,,,Nitrate identified as suspect
5/25/1982,,MO,SWMP,1,7.70,18.0,6.00,404.0,75.0,,,27.94,90.2,0.876,144.6,3.620,3.476,2.879,26.1,8.1,,,,,,,,,
5/25/1982,,DR,SWMP,1,7.65,16.0,8.00,840.6,32.0,,,38.24,104.9,0.3838,145.1,4.661,4.515,4.541,37.7,33.0,,,,,,,,,
5/25/1982,,BR,SWMP,1,7.80,15.5,9.00,564.4,22.0,,,38.73,106.0,0.349,138.1,5.025,4.887,4.385,43.6,38.4,,,,,,,,,
6/8/1982,,MO,SWMP,1,8.20,20.0,9.10,387.0,22.0,,,26.61,109.3,0.249,74.0,1.005,0.931,1.590,27.0,0.4,,,,,,,,,
6/8/1982,,DR,SWMP,1,7.90,18.0,8.30,845.3,11.0,,,50.92,151.3,0.1453,28.7,2.172,2.144,3.690,54.0,22.1,,,,,,,,,
6/8/1982,,BR,SWMP,1,8.00,17.0,8.80,637.4,15.0,,,50.92,151.1,0.171,26.1,2.239,2.213,3.129,53.3,24.4,,,,,,,,,
6/8/1982,,LS,SWMP,1,8.50,19.0,9.00,245,34.0,,,16.06,89.5,0.2111,21.0,0.193,0.172,0.455,16.6,45.4,,,,,,,,,Nitrate identified as suspect
6/22/1982,,MO,SWMP,1,7.91,19.0,8.60,395.3,35.0,,,28.90,111.4,0.110,68.4,0.693,0.625,0.924,26.3,1.9,,,,,,,,,
6/22/1982,,LS,SWMP,1,8.07,18.5,9.20,240,3.9,,,15.60,90.8,0.0826,29.8,0.343,0.313,0.482,14.8,3.5,,,,,,,,,Nitrate identified as suspect
6/22/1982,,DR,SWMP,1,7.94,18.0,7.40,1098.7,21.0,,,55.05,150.7,0.2154,48.3,3.918,3.870,3.039,48.0,26.0,,,,,,,,,
6/22/1982,,BR,SWMP,1,7.99,16.0,8.60,615.9,28.0,,,55.50,143.8,0.165,32.3,3.588,3.556,1.494,48.0,43.0,,,,,,,,,
7/20/1982,,LS,SWMP,1,8.53,24.0,3.40,262,24.0,,,42.16,88.5,0.1118,14.0,0.069,0.055,0.413,13.0,3.9,,,,,,,,,Nitrate identified as suspect
7/20/1982,,MO,SWMP,1,8.57,24.0,8.00,265.1,21.0,,,13.14,89.8,0.132,16.9,0.176,0.159,0.482,13.2,4.6,,,,,,,,,
7/20/1982,,DR,SWMP,1,8.02,24.0,5.20,479.4,17.0,,,71.76,132.4,0.1172,14.6,0.548,0.534,3.018,49.4,16.3,,,,,,,,,
7/20/1982,,BR,SWMP,1,8.21,23.0,3.00,499.1,51.0,,,44.90,118.8,0.140,10.4,0.950,0.940,2.715,33.3,22.1,,,,,,,,,
8/3/1982,,LS,SWMP,1,8.47,24.0,5.30,270,15.0,,,6.97,93.0,0.1474,13.8,0.129,0.116,0.161,10.7,3.5,,,,,,,,,Nitrate identified as suspect
8/3/1982,,BR,SWMP,1,7.90,20.3,4.20,769.8,6.8,,,93.90,127.7,0.105,3.8,0.046,0.042,2.205,62.2,4.6,,,,,,,,,Nitrate identified a ssuspect
8/3/1982,,DR,SWMP,1,8.07,22.5,6.00,672.7,26.0,,,54.02,161.2,0.1042,7.9,0.040,0.032,2.538,42.8,4.6,,,,,,,,,
8/3/1982,,MO,SWMP,1,8.33,24.0,6.00,275.3,26.0,,,13.36,93.6,0.258,15.1,0.080,0.065,0.212,11.2,10.9,,,,,,,,,
8/17/1982,,LS,SWMP,1,8.56,,,,4.4,,,14.54,92.0,0.0740,20.0,0.026,0.006,0.275,14.4,0.8,,,,,,,,,Nitrate identified as suspect
8/17/1982,,MO,SWMP,1,8.49,29.0,3.60,250.8,15.0,,,14.94,92.5,0.092,20.5,0.026,0.005,0.287,14.4,0.8,,,,,,,,,
8/17/1982,,BR,SWMP,1,8.06,20.0,6.40,773.9,5.4,,,104.58,127.5,0.074,1.5,0.028,0.027,1.896,65.8,1.5,,,,,,,,,Nitrate identified a ssuspect
8/17/1982,,DR,SWMP,1,8.25,28.0,3.50,573.7,18.0,,,77.49,155.8,0.0492,5.3,0.036,0.031,2.187,50.3,4.6,,,,,,,,,
8/31/1982,,DR,SWMP,1,8.23,19.9,6.80,475.9,26.0,,,70.14,172.9,0.0826,1.3,0.043,0.042,1.767,45.0,4.3,,,,,,,,,
8/31/1982,,MO,SWMP,1,8.44,20.0,9.00,287.5,20.0,,,14.73,94.6,0.106,2.9,0.011,0.008,0.191,14.8,4.6,,,,,,,,,
8/31/1982,,LS,SWMP,1,8.26,21.0,4.40,285,23.0,,,16.31,101.7,0.0978,3.4,0.019,0.016,0.542,16.2,5.8,,,,,,,,,Nitrate identified as suspect
8/31/1982,,BR,SWMP,1,7.97,18.0,6.80,923.5,6.8,,,80.55,200.8,0.096,1.5,0.076,0.075,2.655,86.4,8.1,,,,,,,,,
9/14/1982,,BR,SWMP,1,8.00,21.0,1.80,920.3,11.0,,,110.02,142.8,0.092,2.9,0.019,0.016,0.558,70.0,3.1,,,,,,,,,
9/14/1982,,LS,SWMP,1,8.31,20.8,4.30,280,0.8,,,14.31,95.6,0.0708,4.7,0.020,0.015,0.105,13.0,3.9,,,,,,,,,Nitrate identified as suspect
9/14/1982,,DR,SWMP,1,8.36,24.3,4.50,669.9,21.0,,,60.29,181.8,0.0643,1.3,0.044,0.043,0.805,36.5,7.0,,,,,,,,,
9/14/1982,,MO,SWMP,1,8.45,23.0,6.20,301.5,23.0,,,14.67,105.1,0.054,1.5,0.029,0.028,0.629,11.9,18.6,,,,,,,,,
9/28/1982,,LS,SWMP,1,8.40,11.3,6.50,240,16.0,,,13.94,89.7,0.0891,11.7,0.025,0.014,0.066,17.6,5.8,,,,,,,,,Nitrate identified as suspect
9/28/1982,,MO,SWMP,1,8.05,15.0,5.90,331.3,14.0,,,19.02,124.4,0.156,5.0,0.043,0.038,0.610,14.6,12.4,,,,,,,,,
9/28/1982,,DR,SWMP,1,7.90,14.0,4.80,727.3,19.0,,,90.02,124.6,0.1021,12.0,0.118,0.106,0.748,76.8,15.9,,,,,,,,,
9/28/1982,,BR,SWMP,1,7.99,14.0,6.40,987.5,12.0,,,125.05,120.8,0.123,8.6,0.245,0.236,0.888,94.5,29.1,,,,,,,,,
10/12/1982,,MO,SWMP,1,8.14,17.0,7.00,365.9,16.0,,,20.04,133.0,0.036,1.4,0.044,0.043,0.543,13.2,5.8,,,,,,,,,
10/12/1982,,LS,SWMP,1,8.29,,,248,14.0,,,16.03,91.6,0.0449,2.2,0.032,0.029,0.120,14.6,6.2,,,,,,,,,Nitrate identified as suspect
10/12/1982,,DR,SWMP,1,7.88,16.0,5.80,553.9,19.0,,,102.86,143.4,0.0449,1.7,0.067,0.065,0.505,78.9,10.1,,,,,,,,,
10/12/1982,,BR,SWMP,1,7.83,,,,8.8,,,121.76,140.3,0.054,1.9,0.051,0.049,0.492,87.3,13.2,,,,,,,,,
10/26/1982,,LS,SWMP,1,8.35,9.0,8.20,200,7.5,,,12.09,,0.0341,9.0,0.035,0.026,0.166,11.9,6.6,,,,,,,,,Nitrate identified as suspect
10/26/1982,,DR,SWMP,1,7.90,6.0,7.70,595.0,12.0,,,113.05,,0.0395,1.5,0.045,0.044,0.603,73.4,12.0,,,,,,,,,
10/26/1982,,BR,SWMP,1,7.80,5.5,7.90,1035.8,5.6,,,125.91,,0.043,2.0,0.018,0.016,0.768,91.5,14.0,,,,,,,,,
10/26/1982,,MO,SWMP,1,8.25,7.0,9.80,396.2,17.0,,,23.80,,0.034,1.5,0.040,0.039,0.768,12.5,77.5,,,,,,,,,
11/9/1982,,MO,SWMP,1,8.10,6.5,12.00,386.6,9.0,,,21.79,,0.083,1.8,0.040,0.038,0.613,16.2,4.3,,,,,,,,,
11/9/1982,,LS,SWMP,1,8.20,9.5,8.10,220,16.0,,,10.59,,0.0902,5.2,0.043,0.038,0.160,12.6,10.9,,,,,,,,,Nitrate identified as suspect
11/9/1982,,BR,SWMP,1,7.80,7.5,7.90,1089.0,6.0,,,82.30,,0.113,9.8,0.272,0.262,1.507,123.3,16.7,,,,,,,,,
11/9/1982,,DR,SWMP,1,7.50,6.5,8.90,642.1,10.9,,,67.02,,0.1226,22.8,0.292,0.270,1.560,98.3,55.1,,,,,,,,,
11/23/1982,,MO,SWMP,1,7.80,11.0,10.00,546.0,42.0,,,54.08,,0.064,9.9,0.115,0.105,0.952,56.9,5.8,,,,,,,,,
11/23/1982,,LS,SWMP,1,7.90,11.0,10.00,445,33.0,,,45.73,,0.0578,7.4,0.124,0.116,0.745,49.1,21.7,,,,,,,,,Nitrate identified as suspect
11/23/1982,,DR,SWMP,1,7.80,10.0,10.80,457.2,17.0,,,63.38,,0.0740,29.8,1.687,1.657,1.948,87.1,26.8,,,,,,,,,
11/23/1982,,BR,SWMP,1,7.90,11.0,9.50,853.1,7.9,,,62.43,,0.043,25.4,2.092,2.066,1.882,92.1,27.1,,,,,,,,,
12/7/1982,,LS,SWMP,1,7.94,6.5,10.40,285,19.0,,,25.05,100.2,0.1129,15.3,0.563,0.548,1.617,33.6,15.1,,,,,,,,,Nitrate identified as suspect
12/7/1982,,MO,SWMP,1,7.85,4.0,9.40,647.9,32.0,,,44.75,111.9,0.138,28.2,2.120,2.092,3.930,62.9,29.5,,,,,,,,,
12/7/1982,,DR,SWMP,1,7.96,5.5,13.80,482.9,29.0,,,44.75,105.8,0.0546,17.4,2.600,2.583,3.876,64.7,45.4,,,,,,,,,
12/7/1982,,BR,SWMP,1,7.91,5.0,11.10,663.4,24.0,,,45.86,105.6,0.033,15.6,2.545,2.530,4.428,60.4,46.1,,,,,,,,,
12/21/1982,,LS,SWMP,1,7.99,,,,35.0,,,16.02,18.1,0.0513,7.1,28.429,28.422,0.240,19.0,14.0,,,,,,,,,Nitrate identified as suspect
12/21/1982,,DR,SWMP,1,7.90,4.0,13.20,588.6,40.0,,,39.26,88.1,0.0805,17.4,0.892,0.875,1.522,50.3,48.9,,,,,,,,,
12/21/1982,,BR,SWMP,1,7.93,2.0,13.40,49.9,37.0,,,38.67,87.4,0.070,15.9,0.254,0.238,1.909,50.5,50.8,,,,,,,,,
12/21/1982,,MO,SWMP,1,7.87,1.0,13.00,461.6,22.0,,,36.33,85.0,0.073,18.9,28.594,28.575,1.743,45.3,52.3,,,,,,,,,
1/4/1983,,LS,SWMP,1,8.04,2.0,11.60,255,25.0,,,15.32,49.9,0.1917,9.7,0.716,0.706,0.339,22.2,14.0,,,,,,,,,
1/4/1983,,MO,SWMP,1,7.94,0.3,13.80,682.8,16.0,,,32.02,57.2,0.088,13.0,1.869,1.856,1.066,45.9,15.5,,,,,,,,,
1/4/1983,,DR,SWMP,1,7.94,0.0,13.40,483.5,8.0,,,48.53,66.8,0.7564,10.4,2.574,2.564,1.648,73.2,19.4,,,,,,,,,
1/4/1983,,BR,SWMP,1,7.93,-0.3,13.50,925.2,3.4,,,50.49,66.4,0.111,9.7,2.837,2.827,1.962,77.3,30.6,,,,,,,,,
1/18/1983,,LS,SWMP,1,8.07,0.0,14.40,165,22.0,,,12.65,95.4,0.0589,5.6,0.280,0.274,0.135,22.2,7.4,,,,,,,,,
1/18/1983,,MO,SWMP,1,8.04,0.5,14.40,357.1,12.0,,,19.07,99.5,0.102,6.6,0.436,0.429,0.214,29.0,7.4,,,,,,,,,
1/18/1983,,DR,SWMP,1,7.88,0.0,14.80,519.4,5.5,,,65.56,141.5,0.0740,9.2,2.118,2.108,1.342,90.3,14.3,,,,,,,,,
1/18/1983,,BR,SWMP,1,7.86,0.0,15.00,708.1,3.1,,,64.79,136.3,0.058,7.9,2.609,2.601,0.943,90.8,22.1,,,,,,,,,
2/1/1983,,MO,SWMP,1,7.98,0.5,13.20,347.7,4.3,,,12.52,91.4,0.031,6.6,0.213,0.207,0.192,19.6,3.1,,,,,,,,,
2/1/1983,,LS,SWMP,1,8.10,0.8,12.60,180,7.3,,,12.52,90.1,0.7153,8.1,0.150,0.141,0.202,21.2,3.1,,,,,,,,,
2/1/1983,,DR,SWMP,1,7.93,1.0,12.00,,24.0,,,47.29,102.9,0.0330,10.7,2.094,2.084,1.156,63.5,20.2,,,,,,,,,
2/1/1983,,BR,SWMP,1,7.94,0.5,12.80,686.0,20.5,,,45.42,105.4,0.032,9.4,2.456,2.446,1.252,63.1,20.5,,,,,,,,,
2/15/1983,,LS,SWMP,1,8.19,3.0,7.80,155,1.2,,,14.48,86.3,0.0298,8.4,0.277,0.268,0.232,21.2,9.3,,,,,,,,,
2/15/1983,,MO,SWMP,1,8.15,2.5,12.00,385.8,6.3,,,30.14,100.2,0.042,8.9,1.054,1.045,0.388,38.6,9.3,,,,,,,,,
2/15/1983,,DR,SWMP,1,7.90,3.0,11.20,,5.3,,,55.19,126.2,0.0503,9.4,2.060,2.050,0.762,74.5,10.1,,,,,,,,,
2/15/1983,,BR,SWMP,1,7.90,1.8,12.00,664.4,4.2,,,56.16,124.7,0.031,8.4,2.187,2.179,0.739,78.6,12.4,,,,,,,,,
3/1/1983,,LS,SWMP,1,8.07,1.5,13.50,149,14.0,,,12.48,86.3,0.0513,7.6,0.586,0.578,0.250,19.4,4.3,,,,,,,,,
3/1/1983,,MO,SWMP,1,8.27,1.5,13.00,299.4,8.5,,,14.42,90.8,0.060,8.4,0.754,0.745,0.255,22.2,4.3,,,,,,,,,
3/1/1983,,DR,SWMP,1,8.20,2.0,14.50,488.7,4.0,,,54.58,119.5,0.0535,12.8,1.794,1.781,0.310,80.2,8.1,,,,,,,,,
3/1/1983,,BR,SWMP,1,8.16,2.0,12.60,766.9,3.1,,,55.95,117.8,0.051,13.5,1.881,1.867,0.286,76.8,9.7,,,,,,,,,
3/15/1983,,LS,SWMP,1,8.18,5.5,11.20,210,31.0,,,15.27,94.5,0.0535,7.9,0.540,0.532,0.097,22.9,4.6,,,,,,,,,
3/15/1983,,MO,SWMP,1,7.88,7.5,10.40,435.6,99.0,,,30.60,81.3,0.220,29.2,2.360,2.331,1.003,43.2,9.3,,,,,,,,,
3/15/1983,,BR,SWMP,1,7.89,7.0,11.50,525.8,30.0,,,30.73,87.9,0.074,17.4,3.851,3.834,1.002,50.3,14.7,,,,,,,,,
3/15/1983,,DR,SWMP,1,7.79,7.0,11.40,428.2,36.0,,,29.96,84.2,0.0848,19.5,3.328,3.309,1.059,51.6,15.5,,,,,,,,,
3/29/1983,,LS,SWMP,1,8.09,4.5,13.40,205,46.0,,,15.56,92.8,0.0708,5.3,0.575,0.569,0.189,22.1,5.0,,,,,,,,,
3/29/1983,,MO,SWMP,1,7.93,4.0,12.20,375.7,64.0,,,22.22,93.6,0.110,11.7,0.994,0.982,0.402,28.8,11.2,,,,,,,,,
3/29/1983,,DR,SWMP,1,7.74,3.0,12.10,499.5,64.0,,,31.67,85.3,0.1021,16.6,2.858,2.841,1.081,52.1,27.5,,,,,,,,,
3/29/1983,,BR,SWMP,1,7.90,3.0,12.40,681.3,58.0,,,32.04,85.3,0.103,16.4,2.988,2.971,1.041,50.7,36.8,,,,,,,,,
4/26/1983,,MO,SWMP,1,7.92,12.0,9.80,419.1,42.0,,,25.14,104.0,0.616,30.0,1.242,1.212,0.556,44.6,3.1,,,,,,,,,
4/26/1983,,LS,SWMP,1,8.17,,,,46.0,,,14.37,95.4,0.0783,8.4,1.057,1.049,0.216,23.1,7.4,,,,,,,,,
4/26/1983,,DR,SWMP,1,8.15,10.0,12.20,594.8,16.0,,,44.23,124.1,0.1679,17.4,2.305,2.288,0.492,68.6,12.0,,,,,,,,,
4/26/1983,,BR,SWMP,1,7.93,8.5,10.40,598.7,5.5,,,46.12,126.1,0.160,18.9,2.430,2.411,0.373,73.4,12.0,,,,,,,,,
5/10/1983,,MO,SWMP,1,7.91,12.5,11.20,420.4,71.0,,,24.62,104.7,0.416,32.3,1.681,1.649,4.031,41.6,11.6,,,,,,,,,
5/10/1983,,LS,SWMP,1,7.93,12.0,10.80,310,79.0,,,24.25,104.7,0.3569,32.1,1.863,1.831,3.659,40.5,14.3,,,,,,,,,
5/10/1983,,BR,SWMP,1,7.89,8.0,10.60,533.1,20.0,,,31.77,120.4,0.260,15.9,3.811,3.795,3.539,54.2,25.2,,,,,,,,,
5/10/1983,,DR,SWMP,1,7.95,10.0,12.00,588.8,26.0,,,30.26,115.7,0.2014,17.9,2.641,2.623,4.896,48.4,28.3,,,,,,,,,
5/24/1983,,MO,SWMP,1,7.98,17.0,6.60,365.9,22.0,,,20.70,110.4,1.149,30.0,0.381,0.351,0.056,33.3,3.9,,,,,,,,,
5/24/1983,,LS,SWMP,1,8.38,,,,18.0,,,12.45,101.4,0.1194,10.7,0.476,0.465,0.125,21.4,5.0,,,,,,,,,
5/24/1983,,DR,SWMP,1,7.94,17.0,7.00,514.4,16.0,,,48.17,145.1,0.3720,41.6,1.109,1.067,3.795,62.0,15.5,,,,,,,,,
5/24/1983,,BR,SWMP,1,8.00,15.0,8.00,667.5,9.5,,,46.89,146.8,0.211,30.0,0.572,0.542,2.352,63.3,18.2,,,,,,,,,
6/7/1983,,LS,SWMP,1,8.14,16.0,9.40,,21.0,,,15.51,189.3,0.1118,13.8,0.531,0.517,0.737,24.2,3.5,,,,,,,,,
6/7/1983,,MO,SWMP,1,8.21,18.0,9.60,,30.0,,,33.40,127.3,0.100,22.3,0.257,0.234,1.157,43.2,8.1,,,,,,,,,
6/7/1983,,DR,SWMP,1,7.90,16.0,8.00,562.9,36.0,,,67.79,133.0,0.3428,51.1,1.554,1.503,3.791,60.8,20.2,,,,,,,,,
6/7/1983,,BR,SWMP,1,8.10,14.8,9.60,534.7,16.0,,,48.42,139.6,0.264,37.5,1.857,1.820,3.377,56.5,43.4,,,,,,,,,
6/21/1983,,MO,SWMP,1,8.00,25.0,6.20,,23.0,,,34.99,134.9,0.061,4.0,0.051,0.047,2.915,38.9,2.7,,,,,,,,,
6/21/1983,,DR,SWMP,1,7.75,22.0,4.80,,28.0,,,44.38,143.1,0.3148,85.1,1.618,1.533,5.718,61.0,3.5,,,,,,,,,
6/21/1983,,LS,SWMP,1,8.16,22.0,6.00,,21.0,,,11.97,91.6,0.1150,10.7,0.098,0.087,0.410,17.3,6.2,,,,,,,,,
6/21/1983,,BR,SWMP,1,7.98,20.0,6.60,,23.0,,,51.93,143.1,0.180,42.4,0.696,0.653,5.706,71.6,40.7,,,,,,,,,
7/5/1983,,LS,SWMP,1,8.30,24.0,8.10,260,16.0,,,10.52,88.1,0.1280,28.5,2.334,2.305,1.014,16.7,9.3,,,,,,,,,
7/5/1983,,MO,SWMP,1,8.10,23.0,7.20,270.3,19.0,,,10.70,87.7,0.213,39.5,0.176,0.136,1.092,16.0,12.0,,,,,,,,,
7/5/1983,,DR,SWMP,1,7.85,23.0,6.00,,66.0,,,29.77,114.6,0.2888,59.4,4.565,4.505,8.867,46.9,53.5,,,,,,,,,
7/5/1983,,BR,SWMP,1,7.99,20.0,7.70,608.1,38.0,,,38.50,129.5,0.253,43.1,6.327,6.284,10.427,54.4,56.6,,,,,,,,,
7/19/1983,,LS,SWMP,1,8.35,28.0,8.50,375,4.8,,,11.50,83.2,0.1463,17.4,0.072,0.054,0.655,13.9,1.2,,,,,,,,,
7/19/1983,,MO,SWMP,1,7.97,28.0,5.80,444.5,35.0,,,20.59,103.1,0.296,33.4,0.233,0.200,0.231,24.5,9.3,,,,,,,,,
7/19/1983,,BR,SWMP,1,7.99,22.5,6.80,546.1,60.0,,,34.14,118.3,0.318,33.9,5.068,5.034,7.946,47.1,64.8,,,,,,,,,
7/19/1983,,DR,SWMP,1,7.86,24.0,5.40,,81.0,,,25.97,97.2,0.3104,42.1,4.510,4.468,5.903,35.2,74.8,,,,,,,,,
8/2/1983,,LS,SWMP,1,8.72,25.5,9.00,340,12.0,,,10.29,83.1,0.0567,14.3,0.034,0.020,0.778,15.3,2.3,,,,,,,,,
8/2/1983,,MO,SWMP,1,8.14,26.5,9.40,466.6,22.0,,,23.65,120.9,0.099,3.2,0.043,0.039,1.174,24.5,6.2,,,,,,,,,
8/2/1983,,DR,SWMP,1,7.91,24.0,6.90,,48.0,,,41.70,120.9,0.2392,22.3,3.536,3.514,6.491,40.9,70.2,,,,,,,,,
8/2/1983,,BR,SWMP,1,8.01,22.0,7.00,509.2,65.0,,,36.46,122.5,0.317,39.8,5.230,5.190,6.491,42.5,73.7,,,,,,,,,
8/16/1983,,LS,SWMP,1,8.72,25.0,8.50,255,5.7,,,11.01,77.2,0.1528,2.0,0.025,0.023,0.094,15.5,0.0,,,,,,,,,
8/16/1983,,MO,SWMP,1,8.08,23.5,8.50,411.8,34.0,,,24.91,127.1,0.175,2.7,0.043,0.040,0.255,25.4,1.2,,,,,,,,,
8/16/1983,,DR,SWMP,1,8.17,21.5,11.40,,26.0,,,45.13,136.4,0.1366,15.9,0.268,0.252,5.885,43.4,5.8,,,,,,,,,
8/16/1983,,BR,SWMP,1,8.00,18.8,6.80,681.3,33.0,,,54.87,122.5,0.209,6.8,2.626,2.619,3.950,47.3,23.6,,,,,,,,,
8/30/1983,,LS,SWMP,1,7.82,27.0,7.80,262,11.0,,,11.27,80.1,0.1647,1.5,0.011,0.009,0.389,14.8,1.9,,,,,,,,,
8/30/1983,,DR,SWMP,1,7.96,26.0,6.20,,22.0,,,38.10,148.4,0.1744,5.4,0.057,0.052,4.175,30.6,3.1,,,,,,,,,
8/30/1983,,MO,SWMP,1,8.03,28.0,7.30,425.6,22.0,,,27.55,145.3,0.126,0.9,0.589,0.588,0.862,18.9,6.2,,,,,,,,,
8/30/1983,,BR,SWMP,1,8.04,19.5,6.80,960.9,8.8,,,69.05,215.2,0.131,1.1,0.730,0.729,7.100,95.1,29.1,,,,,,,,,
9/13/1983,,LS,SWMP,1,8.34,23.0,9.00,240,64.0,,,11.62,82.5,0.1863,1.9,0.063,0.061,0.503,16.2,0.0,,,,,,,,,
9/13/1983,,MO,SWMP,1,7.99,22.0,7.60,477.4,26.0,,,29.22,147.6,0.222,2.9,0.048,0.046,1.331,19.4,0.0,,,,,,,,,
9/13/1983,,DR,SWMP,1,7.67,21.5,4.60,,23.0,,,46.46,110.5,0.3266,29.0,1.017,0.988,5.814,41.8,0.4,,,,,,,,,
9/13/1983,,BR,SWMP,1,7.98,18.8,5.80,624.6,38.0,,,46.10,116.7,0.335,7.5,0.291,0.284,4.259,54.2,2.3,,,,,,,,,
9/27/1983,,LS,SWMP,1,8.35,19.0,10.20,240,4.6,,,12.01,93.9,0.0967,1.1,0.031,0.030,0.041,13.4,1.2,,,,,,,,,
9/27/1983,,MO,SWMP,1,8.14,17.0,11.00,472.1,22.0,,,29.57,169.7,0.138,1.6,0.126,0.125,1.445,20.1,2.7,,,,,,,,,
9/27/1983,,DR,SWMP,1,7.64,14.5,5.50,,23.0,,,47.31,140.7,0.3666,13.6,0.426,0.413,5.520,51.2,9.3,,,,,,,,,
9/27/1983,,BR,SWMP,1,7.97,13.0,7.40,804.4,31.0,,,56.99,137.3,0.185,4.2,0.359,0.355,2.603,56.9,19.8,,,,,,,,,
3/29/1984,,MO,SWMP,1b,8.03,,,,32.0,,,34.50,98.0,0.190,14.6,2.998,2.984,3.824,40.2,25.6,,,,,,,,,
3/29/1984,,MO,SWMP,1,8.08,1.3,13.70,457.6,31.0,,,34.50,98.0,0.721,13.6,3.027,3.013,3.847,39.6,26.4,,,,,,,,,
3/29/1984,,DR,SWMP,1b,7.86,,,,99.0,,,32.23,79.0,0.3072,11.9,1.710,1.698,5.099,38.6,52.7,,,,,,,,,
3/29/1984,,BR,SWMP,1,7.82,1.5,13.60,435.5,79.0,,,39.67,80.3,0.387,9.9,1.606,1.597,5.054,39.3,53.9,,,,,,,,,
3/29/1984,,DR,SWMP,1,7.83,1,14,411.7,100.0,,,32.23,79.0,0.3838,9.9,1.359,1.349,5.204,37.5,54.3,,,,,,,,,
3/31/1984,,LS,SWMP,1,8.08,1.0,13.90,141,23.0,,,12.63,82.1,0.0600,8.1,1.297,1.289,1.077,37.7,10.5,,,,,,,,,
3/31/1984,,MO,SWMP,1b,8.02,,,,34.0,,,18.94,86.5,0.092,11.5,2.026,2.014,2.052,48.4,14.0,,,,,,,,,
3/31/1984,,MO,SWMP,1,8.04,1.3,13.00,322.1,33.0,,,19.14,86.9,0.098,9.9,1.853,1.843,1.872,48.7,15.5,,,,,,,,,Sulfate identified as suspect
3/31/1984,,BR,SWMP,1,7.99,2.0,13.40,506.5,16.0,,,37.27,107.2,0.125,8.5,4.288,4.279,4.258,102.0,31.4,,,,,,,,,
3/31/1984,,DR,SWMP,1b,7.96,,,,19.0,,,37.27,106.3,0.1161,10.7,4.297,4.287,4.483,44.1,34.1,,,,,,,,,
3/31/1984,,DR,SWMP,1,7.93,2.75,13.5,495.6,18.0,,,37.27,106.8,0.1269,9.2,4.201,4.192,4.468,44.5,36.8,,,,,,,,,
4/2/1984,,LS,SWMP,1,8.05,1.5,13.30,213,26.0,,,13.61,84.9,0.1075,10.3,1.728,1.718,1.377,22.8,5.4,,,,,,,,,
4/2/1984,,MO,SWMP,1b,8.04,,,,66.0,,,34.02,101.6,0.413,25.8,3.368,3.342,3.657,42.7,7.7,,,,,,,,,
4/2/1984,,MO,SWMP,1,8.04,5.0,12.30,469.3,67.0,,,34.02,101.6,0.417,24.2,3.300,3.276,3.192,44.4,9.3,,,,,,,,,
4/2/1984,,DR,SWMP,1b,7.91,,,,14.0,,,39.59,118.8,0.1571,12.1,3.923,3.911,3.477,56.3,18.2,,,,,,,,,
4/2/1984,,BR,SWMP,1,7.96,3.5,12.60,539.6,7.8,,,40.41,120.1,0.150,8.0,4.077,4.069,3.267,56.7,19.0,,,,,,,,,
4/2/1984,,DR,SWMP,1,7.91,5,13,530.7,14.0,,,39.59,118.4,0.1312,9.8,3.770,3.760,3.492,57.4,19.0,,,,,,,,,
